race_season,driver_fullname,actual_wins,expected_wins,model_type,model_id,win_diff,performance_diff,over_under
2024,Kyle Larson,6,4.807417938934791,poisson,poisson_20250312_1409,1.1925820610652087,1.1925820610652087,Over
2024,Joey Logano,4,0.6421253940054976,poisson,poisson_20250312_1409,3.3578746059945024,3.3578746059945024,Over
2024,Tyler Reddick,3,1.324589489588024,poisson,poisson_20250312_1409,1.675410510411976,1.675410510411976,Over
2024,William Byron,3,1.4208825508605438,poisson,poisson_20250312_1409,1.5791174491394562,1.5791174491394562,Over
2024,Ryan Blaney,3,1.795359913690006,poisson,poisson_20250312_1409,1.204640086309994,1.204640086309994,Over
2024,Denny Hamlin,3,1.8150530869518275,poisson,poisson_20250312_1409,1.1849469130481725,1.1849469130481725,Over
2024,Christopher Bell,3,3.394446580582932,poisson,poisson_20250312_1409,-0.3944465805829318,-0.3944465805829318,Under
2024,Harrison Burton,1,0.07077935294624743,poisson,poisson_20250312_1409,0.9292206470537525,0.9292206470537525,Over
2024,Austin Dillon,1,0.0953703660894769,poisson,poisson_20250312_1409,0.9046296339105231,0.9046296339105231,Over
2024,Ricky Stenhouse Jr,1,0.16346616138080938,poisson,poisson_20250312_1409,0.8365338386191906,0.8365338386191906,Over
2024,Chase Briscoe,1,0.2445925194673554,poisson,poisson_20250312_1409,0.7554074805326446,0.7554074805326446,Over
2024,Austin Cindric,1,0.25237481743749574,poisson,poisson_20250312_1409,0.7476251825625042,0.7476251825625042,Over
2024,Daniel Suárez,1,0.25322830690601306,poisson,poisson_20250312_1409,0.7467716930939869,0.7467716930939869,Over
2024,Alex Bowman,1,0.6686131027566387,poisson,poisson_20250312_1409,0.33138689724336134,0.33138689724336134,Over
2024,Chris Buescher,1,0.7376844955653648,poisson,poisson_20250312_1409,0.26231550443463525,0.26231550443463525,Over
2024,Brad Keselowski,1,0.7904445027747027,poisson,poisson_20250312_1409,0.20955549722529732,0.20955549722529732,Over
2024,Ross Chastain,1,0.903724837546164,poisson,poisson_20250312_1409,0.09627516245383605,0.09627516245383605,Over
2024,Chase Elliott,1,1.6380893974432242,poisson,poisson_20250312_1409,-0.6380893974432242,-0.6380893974432242,Under
2024,Timmy Hill,0,1.2859426128812468e-12,poisson,poisson_20250312_1409,-1.2859426128812468e-12,-1.2859426128812468e-12,Under
2024,Chad Finchum,0,1.4461622504219763e-12,poisson,poisson_20250312_1409,-1.4461622504219763e-12,-1.4461622504219763e-12,Under
2024,Austin Hill,0,3.2158729604008957e-12,poisson,poisson_20250312_1409,-3.2158729604008957e-12,-3.2158729604008957e-12,Under
2024,David Starr,0,4.09047131765379e-12,poisson,poisson_20250312_1409,-4.09047131765379e-12,-4.09047131765379e-12,Under
2024,JJ Yeley,0,4.549835783393651e-12,poisson,poisson_20250312_1409,-4.549835783393651e-12,-4.549835783393651e-12,Under
2024,Justin Haley,0,1.9153478699578685e-11,poisson,poisson_20250312_1409,-1.9153478699578685e-11,-1.9153478699578685e-11,Under
2024,Cody Ware,0,3.078351334227393e-11,poisson,poisson_20250312_1409,-3.078351334227393e-11,-3.078351334227393e-11,Under
2024,Josh Bilicki,0,3.502345650669603e-09,poisson,poisson_20250312_1409,-3.502345650669603e-09,-3.502345650669603e-09,Under
2024,Jeb Burton,0,0.0009912094481516307,poisson,poisson_20250312_1409,-0.0009912094481516307,-0.0009912094481516307,Under
2024,Juan Pablo Montoya,0,0.0021023525963420847,poisson,poisson_20250312_1409,-0.0021023525963420847,-0.0021023525963420847,Under
2024,Will Brown,0,0.0025485255191127886,poisson,poisson_20250312_1409,-0.0025485255191127886,-0.0025485255191127886,Under
2024,Kamui Kobayashi,0,0.0036908642304607393,poisson,poisson_20250312_1409,-0.0036908642304607393,-0.0036908642304607393,Under
2024,Cam Waters,0,0.0037313291438833113,poisson,poisson_20250312_1409,-0.0037313291438833113,-0.0037313291438833113,Under
2024,Riley Herbst,0,0.004887878861691416,poisson,poisson_20250312_1409,-0.004887878861691416,-0.004887878861691416,Under
2024,Jimmie Johnson,0,0.006064771070632268,poisson,poisson_20250312_1409,-0.006064771070632268,-0.006064771070632268,Under
2024,Derek Kraus,0,0.0064419017049655745,poisson,poisson_20250312_1409,-0.0064419017049655745,-0.0064419017049655745,Under
2024,Corey Heim,0,0.00912177670769987,poisson,poisson_20250312_1409,-0.00912177670769987,-0.00912177670769987,Under
2024,Ty Dillon,0,0.0120789836777883,poisson,poisson_20250312_1409,-0.0120789836777883,-0.0120789836777883,Under
2024,Kaz Grala,0,0.015655483602981482,poisson,poisson_20250312_1409,-0.015655483602981482,-0.015655483602981482,Under
2024,BJ McLeod,0,0.017508801261919338,poisson,poisson_20250312_1409,-0.017508801261919338,-0.017508801261919338,Under
2024,Parker Retzlaff,0,0.017748681488735218,poisson,poisson_20250312_1409,-0.017748681488735218,-0.017748681488735218,Under
2024,Joey Gase,0,0.019970806910611406,poisson,poisson_20250312_1409,-0.019970806910611406,-0.019970806910611406,Under
2024,David Ragan,0,0.02130864518317934,poisson,poisson_20250312_1409,-0.02130864518317934,-0.02130864518317934,Under
2024,Anthony Alfredo,0,0.025708452081924713,poisson,poisson_20250312_1409,-0.025708452081924713,-0.025708452081924713,Under
2024,Shane Van Gisbergen,0,0.03001477586722147,poisson,poisson_20250312_1409,-0.03001477586722147,-0.03001477586722147,Under
2024,John H. Nemechek,0,0.0384015624455624,poisson,poisson_20250312_1409,-0.0384015624455624,-0.0384015624455624,Under
2024,Erik Jones,0,0.05136641987069913,poisson,poisson_20250312_1409,-0.05136641987069913,-0.05136641987069913,Under
