race_season,driver_fullname,actual_wins,expected_wins,model_type,model_id,win_diff,performance_diff,over_under
2024,Kyle Larson,6,5.322955,xgboost,xgboost_20250312_1740,0.6770448684692383,0.6770448684692383,Over
2024,Joey Logano,4,2.795673,xgboost,xgboost_20250312_1740,1.20432710647583,1.20432710647583,Over
2024,William Byron,3,1.7287321,xgboost,xgboost_20250312_1740,1.2712678909301758,1.2712678909301758,Over
2024,Tyler Reddick,3,2.527588,xgboost,xgboost_20250312_1740,0.472412109375,0.472412109375,Over
2024,Ryan Blaney,3,3.0112202,xgboost,xgboost_20250312_1740,-0.011220216751098633,-0.011220216751098633,Under
2024,Christopher Bell,3,3.4578667,xgboost,xgboost_20250312_1740,-0.4578666687011719,-0.4578666687011719,Under
2024,Denny Hamlin,3,3.643695,xgboost,xgboost_20250312_1740,-0.6436951160430908,-0.6436951160430908,Under
2024,Austin Dillon,1,0.03334946,xgboost,xgboost_20250312_1740,0.9666505381464958,0.9666505381464958,Over
2024,Ricky Stenhouse Jr,1,0.064513244,xgboost,xgboost_20250312_1740,0.9354867562651634,0.9354867562651634,Over
2024,Chase Briscoe,1,0.15911636,xgboost,xgboost_20250312_1740,0.8408836424350739,0.8408836424350739,Over
2024,Austin Cindric,1,0.16498813,xgboost,xgboost_20250312_1740,0.8350118696689606,0.8350118696689606,Over
2024,Harrison Burton,1,0.45483637,xgboost,xgboost_20250312_1740,0.545163631439209,0.545163631439209,Over
2024,Daniel Suárez,1,0.6628477,xgboost,xgboost_20250312_1740,0.33715230226516724,0.33715230226516724,Over
2024,Brad Keselowski,1,0.8388957,xgboost,xgboost_20250312_1740,0.16110432147979736,0.16110432147979736,Over
2024,Alex Bowman,1,0.92377526,xgboost,xgboost_20250312_1740,0.07622474431991577,0.07622474431991577,Over
2024,Chris Buescher,1,1.1251329,xgboost,xgboost_20250312_1740,-0.12513291835784912,-0.12513291835784912,Under
2024,Ross Chastain,1,1.1576003,xgboost,xgboost_20250312_1740,-0.1576002836227417,-0.1576002836227417,Under
2024,Chase Elliott,1,1.5156218,xgboost,xgboost_20250312_1740,-0.5156217813491821,-0.5156217813491821,Under
2024,Will Brown,0,0.0017385209,xgboost,xgboost_20250312_1740,-0.0017385209212079644,-0.0017385209212079644,Under
2024,Kamui Kobayashi,0,0.0017619277,xgboost,xgboost_20250312_1740,-0.0017619277350604534,-0.0017619277350604534,Under
2024,Juan Pablo Montoya,0,0.0017619277,xgboost,xgboost_20250312_1740,-0.0017619277350604534,-0.0017619277350604534,Under
2024,Chad Finchum,0,0.0019305001,xgboost,xgboost_20250312_1740,-0.0019305001478642225,-0.0019305001478642225,Under
2024,Cam Waters,0,0.0019305001,xgboost,xgboost_20250312_1740,-0.0019305001478642225,-0.0019305001478642225,Under
2024,David Starr,0,0.0019305001,xgboost,xgboost_20250312_1740,-0.0019305001478642225,-0.0019305001478642225,Under
