race_season,driver_id,driver_fullname,num_races,wins,top_5,top_10,finish_2_5,finish_6_10,lead_lap_finishes,total_laps_led,total_laps,avg_starting_position,avg_finishing_position,avg_diff_laps,avg_diff_time_sec,avg_diff_time_min,pct_laps_led,team_name,num_accidents,most_likely_dnf_cause
2016,915,Dale Earnhardt Jr,18,0,5,6,5,1,18,53,5202,16.333333333333332,15.555555555555555,0.0,0.0,0.0,0.010188389081122646,Hendrick Motorsports,4,Accident
2016,923,Carl Edwards,36,3,9,18,6,9,36,918,10523,7.166666666666667,13.86111111111111,0.0,0.0,0.0,0.08723747980613894,Joe Gibbs Racing,5,Accident
2016,1202,David Gilliland,4,0,2,2,0,0,4,0,741,16.75,9.0,0.0,0.0,0.0,0.0,Front Row Motorsports,0,None
2016,1237,Jeff Gordon,8,0,0,2,0,2,8,7,2572,16.375,13.875,0.0,0.0,0.0,0.0027216174183514776,Hendrick Motorsports,0,None
2016,1361,Denny Hamlin,36,3,12,22,9,10,36,524,10523,6.277777777777778,11.75,0.0,0.0,0.0,0.04979568564097691,Joe Gibbs Racing,3,Accident
2016,1416,Kevin Harvick,36,4,17,27,13,10,36,1384,10523,11.722222222222221,9.916666666666666,0.0,0.0,0.0,0.13152142925021382,Stewart-Haas Racing,2,Accident
2016,1717,Jimmie Johnson,36,5,11,16,6,5,36,737,10523,12.055555555555555,13.972222222222221,0.0,0.0,0.0,0.07003706167442744,Hendrick Motorsports,4,Accident
2016,1772,Kasey Kahne,36,0,3,13,3,10,36,0,10523,16.944444444444443,15.63888888888889,0.0,0.0,0.0,0.0,Hendrick Motorsports,2,Accident
2016,1810,Matt Kenseth,36,2,8,19,6,11,36,948,10523,9.555555555555555,13.75,0.0,0.0,0.0,0.0900883778390193,Joe Gibbs Racing,4,Accident
2016,1816,Brad Keselowski,36,4,16,22,12,6,36,549,10523,9.583333333333334,11.472222222222221,0.0,0.0,0.0,0.05217143400171054,Team Penske,2,Accident
2016,1891,Bobby Labonte,4,0,0,0,0,0,4,3,741,32.25,26.25,0.0,0.0,0.0,0.004048582995951417,GO FAS Racing,0,None
2016,2208,Jamie McMurray,36,0,2,12,2,10,36,0,10523,16.555555555555557,15.805555555555555,0.0,0.0,0.0,0.0,Chip Ganassi Racing,1,Accident
2016,2215,Casey Mears,36,0,0,0,0,0,36,7,10523,24.27777777777778,25.61111111111111,0.0,0.0,0.0,0.0006652095410054167,Germain Racing,3,Accident
2016,2225,Paul Menard,36,0,0,3,0,3,36,20,10523,19.52777777777778,22.02777777777778,0.0,0.0,0.0,0.0019005986885869048,Richard Childress Racing,5,Accident
2016,2394,Ryan Newman,36,0,2,10,2,8,36,24,10523,14.055555555555555,15.666666666666666,0.0,0.0,0.0,0.002280718426304286,Richard Childress Racing,3,Accident
2016,2674,David Ragan,36,0,0,0,0,0,36,9,10523,30.666666666666668,28.555555555555557,0.0,0.0,0.0,0.0008552694098641071,NY Racing Team,3,Accident
2016,2758,Robert Richardson,1,0,0,0,0,0,1,0,200,40.0,38.0,0.0,0.0,0.0,0.0,BK Racing,0,Engine
2016,2883,Boris Said,1,0,0,0,0,0,1,0,90,37.0,24.0,0.0,0.0,0.0,0.0,GO FAS Racing,0,None
2016,3094,Regan Smith,35,0,1,2,1,1,35,8,10253,31.085714285714285,28.257142857142856,0.0,0.0,0.0,0.0007802594362625573,Premium Motorsports,6,Accident
2016,3120,Reed Sorenson,29,0,1,1,0,0,29,0,9020,36.172413793103445,32.758620689655174,0.0,0.0,0.0,0.0,Premium Motorsports,1,Suspension
2016,3193,Tony Stewart,28,1,5,8,4,3,28,36,7874,14.75,18.321428571428573,0.0,0.0,0.0,0.004572009144018288,Stewart-Haas Racing,2,Accident
2016,3368,Martin Truex Jr,36,4,8,17,4,9,36,1809,10523,9.11111111111111,13.88888888888889,0.0,0.0,0.0,0.17190915138268553,Furniture Row Racing,3,Accident
2016,3425,Brian Vickers,5,0,0,1,0,1,5,0,1506,15.4,23.8,0.0,0.0,0.0,0.0,Stewart-Haas Racing,1,Accident
2016,3478,Michael Waltrip,2,0,0,0,0,0,2,3,388,34.5,21.0,0.0,0.0,0.0,0.007731958762886598,BK Racing,0,None
2016,3709,D.J. Kennington,1,0,0,0,0,0,1,0,324,39.0,35.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2016,3774,AJ Allmendinger,36,0,2,9,2,7,36,29,10523,17.166666666666668,17.805555555555557,0.0,0.0,0.0,0.002755868098451012,JTG Daugherty Racing,3,Accident
2016,3797,Josh Wise,32,0,4,4,0,0,32,0,9239,34.71875,30.625,0.0,0.0,0.0,0.0,Key Motorsports,3,Engine
2016,3808,Landon Cassill,36,0,0,0,0,0,36,20,10523,31.61111111111111,26.305555555555557,0.0,0.0,0.0,0.0019005986885869048,Front Row Motorsports,0,Suspension
2016,3811,Patrick Carpentier,2,0,0,0,0,0,2,0,280,37.0,35.5,0.0,0.0,0.0,0.0,GO FAS Racing,0,None
2016,3822,Brian Scott,36,0,1,1,1,0,36,6,10523,28.305555555555557,27.694444444444443,0.0,0.0,0.0,0.0005701796065760715,Richard Petty Motorsports,5,Accident
2016,3832,Michael McDowell,31,0,0,2,0,2,31,0,9162,28.806451612903224,24.548387096774192,0.0,0.0,0.0,0.0,Leavine Family Racing,0,Rear Gear
2016,3859,Joey Logano,36,3,16,26,13,10,36,703,10523,8.083333333333334,10.527777777777779,0.0,0.0,0.0,0.0668060439038297,Team Penske,3,Accident
2016,3861,Michael Annett,35,0,0,0,0,0,35,7,10023,36.97142857142857,31.685714285714287,0.0,0.0,0.0,0.0006983936945026439,HScott Motorsports,3,Accident
2016,3873,Austin Dillon,36,0,4,13,4,9,36,17,10523,14.027777777777779,15.88888888888889,0.0,0.0,0.0,0.0016155088852988692,Richard Childress Racing,3,Accident
2016,3883,Trevor Bayne,36,0,2,5,2,3,36,34,10523,20.444444444444443,19.88888888888889,0.0,0.0,0.0,0.0032310177705977385,RFK Racing,1,Engine
2016,3888,Ricky Stenhouse Jr,36,0,4,6,4,2,36,6,10523,17.36111111111111,19.583333333333332,0.0,0.0,0.0,0.0005701796065760715,RFK Racing,5,Accident
2016,3894,Jeffrey Earnhardt,22,0,0,0,0,0,22,2,7388,38.04545454545455,33.81818181818182,0.0,0.0,0.0,0.0002707092582566324,GO FAS Racing,2,Accident
2016,3916,Matt DiBenedetto,35,0,0,1,0,1,35,1,10230,30.428571428571427,30.0,0.0,0.0,0.0,9.775171065493646e-05,BK Racing,7,Accident
2016,3928,Eddie MacDonald,1,0,0,0,0,0,1,0,301,38.0,36.0,0.0,0.0,0.0,0.0,GO FAS Racing,0,None
2016,3929,Danica Patrick,36,0,0,0,0,0,36,30,10523,25.13888888888889,22.02777777777778,0.0,0.0,0.0,0.0028508980328803574,Stewart-Haas Racing,3,Accident
2016,3948,Alex Kennedy,1,0,0,0,0,0,1,0,90,36.0,36.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,Engine
2016,3979,Cole Whitt,29,0,3,3,0,0,29,2,8245,31.655172413793103,27.310344827586206,0.0,0.0,0.0,0.00024257125530624622,Premium Motorsports,0,Vibration
2016,3984,Timmy Hill,1,0,0,0,0,0,1,0,400,36.0,34.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2016,3989,Chris Buescher,36,1,2,2,1,0,36,12,10523,26.25,26.083333333333332,0.0,0.0,0.0,0.001140359213152143,Front Row Motorsports,4,Accident
2016,4004,Joey Gase,6,0,0,0,0,0,6,0,1910,38.166666666666664,35.5,0.0,0.0,0.0,0.0,GO FAS Racing,0,None
2016,4013,Ty Dillon,11,0,0,0,0,0,11,4,3242,27.09090909090909,24.0,0.0,0.0,0.0,0.0012338062924120913,Leavine Family Racing,1,Accident
2016,4018,Jeb Burton,2,0,0,0,0,0,2,0,298,38.0,32.5,0.0,0.0,0.0,0.0,GO FAS Racing,0,None
2016,4023,Ryan Blaney,36,0,3,9,3,6,36,11,10523,14.88888888888889,18.5,0.0,0.0,0.0,0.0010453292787227977,Wood Brothers Racing,2,Accident
2016,4029,Ryan Ellis,4,0,0,0,0,0,4,0,1164,37.0,36.0,0.0,0.0,0.0,0.0,Nature Farms Racing,0,None
2016,4030,Kyle Larson,36,1,10,15,9,5,36,379,10523,15.61111111111111,14.722222222222221,0.0,0.0,0.0,0.036016345148721846,Chip Ganassi Racing,2,Accident
2016,4045,Alex Bowman,10,0,0,3,0,3,10,200,2749,12.3,19.7,0.0,0.0,0.0,0.07275372862859221,Hendrick Motorsports,1,Accident
2016,4049,Ryan Reed,1,0,0,0,0,0,1,0,192,18.0,26.0,0.0,0.0,0.0,0.0,RFK Racing,0,None
2016,4062,Chase Elliott,36,0,10,17,10,7,36,358,10523,11.333333333333334,14.583333333333334,0.0,0.0,0.0,0.0340207165257056,Hendrick Motorsports,2,Accident
2016,4103,Gray Gaulding,3,0,1,1,0,0,3,0,1092,38.0,25.333333333333332,0.0,0.0,0.0,0.0,Key Motorsports,0,Rear Gear
2016,4125,Cody Ware,1,0,1,1,0,0,1,0,110,0.0,0.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2016,4146,Dylan Lupton,4,0,0,0,0,0,4,0,1285,38.25,32.5,0.0,0.0,0.0,0.0,BK Racing,0,None
2017,40,Aric Almirola,29,0,3,6,3,3,29,2,8868,22.379310344827587,18.79310344827586,0.0,0.0,0.0,0.0002255299954894001,Legacy Motor Club,3,Accident
2017,339,Clint Bowyer,36,0,6,13,6,7,36,22,10581,13.222222222222221,15.472222222222221,0.0,0.0,0.0,0.0020791985634628107,Stewart-Haas Racing,3,Accident
2017,453,Kurt Busch,36,1,6,15,5,9,36,16,10581,11.777777777777779,16.5,0.0,0.0,0.0,0.001512144409791135,Stewart-Haas Racing,6,Accident
2017,454,Kyle Busch,36,5,14,22,9,8,36,2023,10581,7.166666666666667,11.527777777777779,0.0,0.0,0.0,0.19119175881296663,Joe Gibbs Racing,4,Accident
2017,666,Derrike Cope,15,0,0,0,0,0,15,0,4481,37.2,35.06666666666667,0.0,0.0,0.0,0.0,Premium Motorsports,0,Engine
2017,915,Dale Earnhardt Jr,36,0,1,8,1,7,36,47,10581,17.02777777777778,20.0,0.0,0.0,0.0,0.004441924203761459,Hendrick Motorsports,5,Accident
2017,1165,Brendan Gaughan,4,0,0,1,0,1,4,6,742,34.5,15.75,0.0,0.0,0.0,0.008086253369272238,Beard Motorsports,1,Accident
2017,1361,Denny Hamlin,36,2,15,22,13,7,36,710,10581,8.416666666666666,11.63888888888889,0.0,0.0,0.0,0.06710140818448161,Joe Gibbs Racing,2,Accident
2017,1416,Kevin Harvick,36,2,14,23,12,9,36,850,10581,8.805555555555555,11.083333333333334,0.0,0.0,0.0,0.08033267177015405,Stewart-Haas Racing,4,Accident
2017,1717,Jimmie Johnson,36,3,4,11,1,7,36,217,10581,16.86111111111111,16.833333333333332,0.0,0.0,0.0,0.020508458557792267,Hendrick Motorsports,6,Accident
2017,1772,Kasey Kahne,36,1,3,6,2,3,36,41,10581,17.88888888888889,19.444444444444443,0.0,0.0,0.0,0.0038748700500897838,Hendrick Motorsports,7,Accident
2017,1810,Matt Kenseth,36,1,10,18,9,8,36,421,10581,10.38888888888889,14.25,0.0,0.0,0.0,0.03978829978262924,Joe Gibbs Racing,6,Accident
2017,1816,Brad Keselowski,36,3,15,21,12,6,36,778,10581,8.75,12.416666666666666,0.0,0.0,0.0,0.07352802192609394,Team Penske,5,Accident
2017,1965,Stephen Leicht,1,0,0,0,0,0,1,0,160,36.0,32.0,0.0,0.0,0.0,0.0,BK Racing,0,None
2017,2028,Carl Long,3,0,0,0,0,0,3,0,1139,39.666666666666664,33.333333333333336,0.0,0.0,0.0,0.0,Motorsports Business Management,1,Accident
2017,2208,Jamie McMurray,36,0,3,17,3,14,36,21,10581,10.13888888888889,14.61111111111111,0.0,0.0,0.0,0.001984689537850865,Chip Ganassi Racing,5,Accident
2017,2225,Paul Menard,36,0,2,3,2,1,36,5,10581,21.666666666666668,19.63888888888889,0.0,0.0,0.0,0.0004725451280597297,Richard Childress Racing,3,Accident
2017,2394,Ryan Newman,36,1,7,13,6,6,36,46,10581,17.11111111111111,15.833333333333334,0.0,0.0,0.0,0.004347415178149514,Richard Childress Racing,3,Accident
2017,2674,David Ragan,36,0,0,3,0,3,36,4,10581,28.97222222222222,24.944444444444443,0.0,0.0,0.0,0.00037803610244778376,Front Row Motorsports,4,Accident
2017,2878,Elliott Sadler,3,0,0,0,0,0,3,7,554,36.0,19.333333333333332,0.0,0.0,0.0,0.01263537906137184,Premium Motorsports,0,None
2017,2879,Hermie Sadler,1,0,0,0,0,0,1,0,505,40.0,34.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2017,2883,Boris Said,2,0,0,0,0,0,2,0,200,34.5,29.5,0.0,0.0,0.0,0.0,Circle Sport Racing,0,None
2017,3094,Regan Smith,2,0,0,0,0,0,2,0,806,27.5,28.0,0.0,0.0,0.0,0.0,Legacy Motor Club,1,Accident
2017,3120,Reed Sorenson,29,0,1,1,0,0,29,1,9148,33.58620689655172,30.96551724137931,0.0,0.0,0.0,0.00010931351114997814,Premium Motorsports,1,Engine
2017,3170,David Starr,3,0,0,0,0,0,3,0,913,35.666666666666664,34.0,0.0,0.0,0.0,0.0,Motorsports Business Management,1,Accident
2017,3307,Mark Thompson,1,0,0,0,0,0,1,0,188,36.0,39.0,0.0,0.0,0.0,0.0,Premium Motorsports,1,Accident
2017,3368,Martin Truex Jr,36,8,19,26,11,7,36,2253,10581,6.777777777777778,9.416666666666666,0.0,0.0,0.0,0.2129288347037142,Furniture Row Racing,5,Accident
2017,3478,Michael Waltrip,1,0,0,1,0,1,1,0,200,30.0,8.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2017,3669,JJ Yeley,4,0,0,0,0,0,4,0,1401,30.75,30.0,0.0,0.0,0.0,0.0,Premium Motorsports,1,Accident
2017,3709,D.J. Kennington,5,0,1,1,0,0,5,0,1054,29.0,26.6,0.0,0.0,0.0,0.0,Premium Motorsports,2,Accident
2017,3774,AJ Allmendinger,36,0,1,5,1,4,36,7,10581,23.86111111111111,22.0,0.0,0.0,0.0,0.0006615631792836216,JTG Daugherty Racing,5,Accident
2017,3808,Landon Cassill,36,0,0,0,0,0,36,12,10581,29.36111111111111,26.47222222222222,0.0,0.0,0.0,0.0011341083073433513,Front Row Motorsports,4,Accident
2017,3832,Michael McDowell,36,0,1,1,1,0,36,10,10581,23.88888888888889,22.25,0.0,0.0,0.0,0.0009450902561194594,Leavine Family Racing,2,Accident
2017,3836,Justin Marks,1,0,0,0,0,0,1,0,188,31.0,40.0,0.0,0.0,0.0,0.0,Premium Motorsports,1,Accident
2017,3851,Kevin O'Connell,1,0,0,0,0,0,1,0,110,36.0,33.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2017,3859,Joey Logano,36,1,10,17,9,7,36,376,10581,12.416666666666666,15.166666666666666,0.0,0.0,0.0,0.03553539363009167,Team Penske,4,Accident
2017,3873,Austin Dillon,36,1,3,4,2,1,36,12,10581,19.055555555555557,18.61111111111111,0.0,0.0,0.0,0.0011341083073433513,Richard Childress Racing,5,Accident
2017,3883,Trevor Bayne,36,0,2,6,2,4,36,8,10581,21.11111111111111,19.47222222222222,0.0,0.0,0.0,0.0007560722048955675,RFK Racing,5,Accident
2017,3884,Ryan Sieg,5,0,0,0,0,0,5,0,1344,34.0,31.6,0.0,0.0,0.0,0.0,BK Racing,0,Engine
2017,3888,Ricky Stenhouse Jr,36,2,4,9,2,5,36,56,10581,15.944444444444445,17.083333333333332,0.0,0.0,0.0,0.005292505434268973,RFK Racing,6,Accident
2017,3894,Jeffrey Earnhardt,34,0,0,0,0,0,34,0,10381,36.05882352941177,33.5,0.0,0.0,0.0,0.0,Circle Sport Racing,6,Accident
2017,3916,Matt DiBenedetto,36,0,0,2,0,2,36,12,10581,28.88888888888889,27.055555555555557,0.0,0.0,0.0,0.0011341083073433513,GO FAS Racing,3,Accident
2017,3929,Danica Patrick,36,0,0,1,0,1,36,7,10581,22.055555555555557,23.833333333333332,0.0,0.0,0.0,0.0006615631792836216,Stewart-Haas Racing,10,Accident
2017,3958,Billy Johnson,1,0,0,0,0,0,1,0,110,26.0,22.0,0.0,0.0,0.0,0.0,Legacy Motor Club,0,None
2017,3973,BJ McLeod,8,0,0,0,0,0,8,0,2551,37.0,33.375,0.0,0.0,0.0,0.0,Rick Ware Racing,0,Transmission
2017,3979,Cole Whitt,36,0,0,0,0,0,36,3,10581,32.083333333333336,28.25,0.0,0.0,0.0,0.0002835270768358378,TriStar Motorsports,4,Engine
2017,3984,Timmy Hill,17,0,2,2,0,0,17,0,5735,32.94117647058823,28.764705882352942,0.0,0.0,0.0,0.0,Rick Ware Racing,0,Suspension
2017,3989,Chris Buescher,36,0,0,4,0,4,36,5,10581,25.27777777777778,21.444444444444443,0.0,0.0,0.0,0.0004725451280597297,JTG Daugherty Racing,4,Accident
2017,4001,Ross Chastain,2,0,0,0,0,0,2,0,806,34.0,29.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2017,4004,Joey Gase,9,0,0,0,0,0,9,0,2433,35.22222222222222,30.22222222222222,0.0,0.0,0.0,0.0,NY Racing Team,4,Accident
2017,4013,Ty Dillon,36,0,0,0,0,0,36,40,10581,26.194444444444443,20.72222222222222,0.0,0.0,0.0,0.0037803610244778376,Germain Racing,2,Accident
2017,4023,Ryan Blaney,36,1,4,14,3,10,36,301,10581,10.305555555555555,17.25,0.0,0.0,0.0,0.028447216709195727,Wood Brothers Racing,5,Accident
2017,4025,Bubba Wallace,4,0,0,0,0,0,4,0,797,22.5,17.75,0.0,0.0,0.0,0.0,Legacy Motor Club,0,None
2017,4030,Kyle Larson,36,4,15,20,11,5,36,1352,10581,11.305555555555555,13.277777777777779,0.0,0.0,0.0,0.1277762026273509,Chip Ganassi Racing,5,Accident
2017,4038,Brett Moffitt,7,0,0,0,0,0,7,0,1863,35.714285714285715,33.714285714285715,0.0,0.0,0.0,0.0,BK Racing,1,Accident
2017,4059,Erik Jones,36,0,5,14,5,9,36,310,10581,14.583333333333334,17.055555555555557,0.0,0.0,0.0,0.029297797939703243,Furniture Row Racing,8,Accident
2017,4062,Chase Elliott,36,0,12,21,12,9,36,560,10581,10.75,11.972222222222221,0.0,0.0,0.0,0.05292505434268973,Hendrick Motorsports,3,Accident
2017,4096,Corey LaJoie,32,0,0,0,0,0,32,0,9603,34.0625,30.21875,0.0,0.0,0.0,0.0,BK Racing,3,Accident
2017,4103,Gray Gaulding,27,0,0,1,0,1,27,0,8637,34.629629629629626,31.22222222222222,0.0,0.0,0.0,0.0,NY Racing Team,4,Accident
2017,4110,Ray Black Jr,3,0,0,0,0,0,3,0,868,36.333333333333336,37.333333333333336,0.0,0.0,0.0,0.0,Rick Ware Racing,0,Too Slow
2017,4113,Daniel Suárez,36,0,1,12,1,11,36,40,10581,13.944444444444445,16.22222222222222,0.0,0.0,0.0,0.0037803610244778376,Joe Gibbs Racing,5,Accident
2017,4116,Tommy Regan,1,0,0,0,0,0,1,0,110,37.0,34.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2017,4125,Cody Ware,5,0,0,0,0,0,5,0,1558,38.4,37.8,0.0,0.0,0.0,0.0,Rick Ware Racing,1,Steering
2017,4187,Kyle Weatherman,2,0,0,0,0,0,2,0,817,38.5,34.5,0.0,0.0,0.0,0.0,Rick Ware Racing,0,None
2017,4208,Alon Day,1,0,0,0,0,0,1,0,110,32.0,32.0,0.0,0.0,0.0,0.0,NY Racing Team,0,None
2017,4212,Gary Klutt,1,0,0,0,0,0,1,0,90,34.0,31.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,None
2017,4213,Josh Bilicki,2,0,0,0,0,0,2,0,411,35.5,36.0,0.0,0.0,0.0,0.0,Rick Ware Racing,0,None
2018,40,Aric Almirola,36,1,4,17,3,13,36,181,10250,15.555555555555555,12.75,0.0,0.0,0.0,0.017658536585365852,Stewart-Haas Racing,2,Accident
2018,157,Stanton Barrett,1,0,0,0,0,0,1,0,109,39.0,40.0,0.0,0.0,0.0,0.0,Rick Ware Racing,1,Accident
2018,339,Clint Bowyer,36,2,9,16,7,7,36,490,10250,13.722222222222221,13.75,0.0,0.0,0.0,0.04780487804878049,Stewart-Haas Racing,6,Accident
2018,453,Kurt Busch,36,1,6,22,5,16,36,644,10250,8.777777777777779,12.11111111111111,0.0,0.0,0.0,0.06282926829268293,Stewart-Haas Racing,4,Accident
2018,454,Kyle Busch,36,8,22,28,14,6,36,1469,10250,7.416666666666667,8.305555555555555,0.0,0.0,0.0,0.1433170731707317,Joe Gibbs Racing,2,Accident
2018,650,Chris Cook,1,0,0,0,0,0,1,0,110,36.0,31.0,0.0,0.0,0.0,0.0,Rick Ware Racing,0,None
2018,666,Derrike Cope,3,0,0,0,0,0,3,0,927,37.333333333333336,34.666666666666664,0.0,0.0,0.0,0.0,StarCom Racing,1,Accident
2018,1165,Brendan Gaughan,4,0,0,0,0,0,4,2,756,24.75,18.5,0.0,0.0,0.0,0.0026455026455026454,Beard Motorsports,1,Accident
2018,1202,David Gilliland,1,0,0,0,0,0,1,0,207,39.0,14.0,0.0,0.0,0.0,0.0,Ricky Benton Racing Enterprises,0,None
2018,1361,Denny Hamlin,36,0,10,17,10,7,36,380,10250,10.277777777777779,12.555555555555555,0.0,0.0,0.0,0.037073170731707315,Joe Gibbs Racing,4,Accident
2018,1416,Kevin Harvick,36,8,23,29,15,6,36,1990,10250,8.75,8.833333333333334,0.0,0.0,0.0,0.19414634146341464,Stewart-Haas Racing,4,Accident
2018,1717,Jimmie Johnson,36,0,2,11,2,9,36,40,10250,19.166666666666668,16.72222222222222,0.0,0.0,0.0,0.003902439024390244,Hendrick Motorsports,3,Accident
2018,1772,Kasey Kahne,25,0,1,1,1,0,25,30,7029,26.0,22.84,0.0,0.0,0.0,0.004268032437046522,Leavine Family Racing,1,Accident
2018,1810,Matt Kenseth,15,0,0,2,0,2,15,5,4192,21.933333333333334,19.866666666666667,0.0,0.0,0.0,0.0011927480916030535,RFK Racing,1,Accident
2018,1816,Brad Keselowski,36,3,12,20,9,8,36,705,10250,10.333333333333334,13.36111111111111,0.0,0.0,0.0,0.06878048780487805,Team Penske,6,Accident
2018,2208,Jamie McMurray,36,0,2,8,2,6,36,9,10250,18.11111111111111,18.916666666666668,0.0,0.0,0.0,0.0008780487804878049,Chip Ganassi Racing,4,Accident
2018,2225,Paul Menard,36,0,1,7,1,6,36,14,10250,17.22222222222222,19.444444444444443,0.0,0.0,0.0,0.0013658536585365853,Wood Brothers Racing,5,Accident
2018,2394,Ryan Newman,36,0,0,9,0,9,36,57,10250,15.36111111111111,17.25,0.0,0.0,0.0,0.005560975609756097,Richard Childress Racing,3,Accident
2018,2550,Timothy Peters,2,0,1,1,0,0,2,0,356,16.0,11.5,0.0,0.0,0.0,0.0,Ricky Benton Racing Enterprises,0,None
2018,2674,David Ragan,36,0,0,1,0,1,36,0,10250,24.166666666666668,22.88888888888889,0.0,0.0,0.0,0.0,Front Row Motorsports,2,Accident
2018,2879,Hermie Sadler,1,0,0,0,0,0,1,0,500,31.0,40.0,0.0,0.0,0.0,0.0,Premium Motorsports,0,Brakes
2018,3094,Regan Smith,11,0,0,1,0,1,11,10,3221,28.454545454545453,23.0,0.0,0.0,0.0,0.003104625892579944,Leavine Family Racing,0,None
2018,3120,Reed Sorenson,14,0,0,0,0,0,14,0,4258,34.714285714285715,32.57142857142857,0.0,0.0,0.0,0.0,Premium Motorsports,2,Accident
2018,3170,David Starr,3,0,1,1,0,0,3,0,690,25.333333333333332,26.0,0.0,0.0,0.0,0.0,Obaika Racing,1,Accident
2018,3307,Mark Thompson,1,0,0,0,0,0,1,0,207,40.0,22.0,0.0,0.0,0.0,0.0,Phoenix Air Racing,0,None
2018,3368,Martin Truex Jr,36,4,20,21,16,1,36,1016,10250,9.944444444444445,10.722222222222221,0.0,0.0,0.0,0.0991219512195122,Furniture Row Racing,4,Accident
2018,3669,JJ Yeley,18,0,0,0,0,0,18,0,5347,34.666666666666664,31.0,0.0,0.0,0.0,0.0,NY Racing Team,2,Accident
2018,3709,D.J. Kennington,10,0,0,0,0,0,10,0,3013,33.9,26.5,0.0,0.0,0.0,0.0,Gaunt Brothers Racing,0,None
2018,3774,AJ Allmendinger,36,0,1,5,1,4,36,19,10250,22.11111111111111,21.25,0.0,0.0,0.0,0.0018536585365853658,JTG Daugherty Racing,4,Accident
2018,3808,Landon Cassill,29,0,0,0,0,0,29,0,8641,33.89655172413793,29.689655172413794,0.0,0.0,0.0,0.0,StarCom Racing,2,Accident
2018,3832,Michael McDowell,36,0,0,1,0,1,36,33,10250,23.02777777777778,24.52777777777778,0.0,0.0,0.0,0.003219512195121951,Front Row Motorsports,5,Accident
2018,3836,Justin Marks,3,0,0,0,0,0,3,1,426,31.0,22.333333333333332,0.0,0.0,0.0,0.002347417840375587,Premium Motorsports,0,None
2018,3859,Joey Logano,36,3,13,26,10,13,36,934,10250,9.805555555555555,10.666666666666666,0.0,0.0,0.0,0.09112195121951219,Team Penske,3,Accident
2018,3873,Austin Dillon,36,1,2,8,1,6,36,23,10250,18.77777777777778,17.47222222222222,0.0,0.0,0.0,0.00224390243902439,Richard Childress Racing,2,Accident
2018,3883,Trevor Bayne,21,0,0,0,0,0,21,0,6058,20.61904761904762,23.904761904761905,0.0,0.0,0.0,0.0,RFK Racing,4,Accident
2018,3888,Ricky Stenhouse Jr,36,0,3,5,3,2,36,133,10250,14.75,19.36111111111111,0.0,0.0,0.0,0.01297560975609756,RFK Racing,4,Accident
2018,3894,Jeffrey Earnhardt,17,0,0,0,0,0,17,0,4415,33.529411764705884,30.88235294117647,0.0,0.0,0.0,0.0,Gaunt Brothers Racing,1,Engine
2018,3914,Parker Kligerman,4,0,0,0,0,0,4,0,937,31.75,26.25,0.0,0.0,0.0,0.0,Gaunt Brothers Racing,0,None
2018,3916,Matt DiBenedetto,36,0,0,1,0,1,36,8,10250,29.11111111111111,26.97222222222222,0.0,0.0,0.0,0.0007804878048780488,GO FAS Racing,2,Accident
2018,3929,Danica Patrick,1,0,0,0,0,0,1,0,207,28.0,35.0,0.0,0.0,0.0,0.0,Premium Motorsports,1,Accident
2018,3963,Tomy Drissi,1,0,0,0,0,0,1,0,110,37.0,32.0,0.0,0.0,0.0,0.0,StarCom Racing,0,None
2018,3973,BJ McLeod,15,0,1,1,0,0,15,0,4236,32.8,31.266666666666666,0.0,0.0,0.0,0.0,Rick Ware Racing,0,Engine
2018,3979,Cole Whitt,13,0,0,0,0,0,13,0,3497,33.53846153846154,26.846153846153847,0.0,0.0,0.0,0.0,TriStar Motorsports,1,Accident
2018,3984,Timmy Hill,21,0,0,0,0,0,21,0,5956,37.142857142857146,35.714285714285715,0.0,0.0,0.0,0.0,Motorsports Business Management,0,Engine
2018,3989,Chris Buescher,36,0,2,2,2,0,36,1,10250,21.61111111111111,21.0,0.0,0.0,0.0,9.75609756097561e-05,JTG Daugherty Racing,2,Accident
2018,4001,Ross Chastain,34,0,0,0,0,0,34,1,9933,31.764705882352942,28.441176470588236,0.0,0.0,0.0,0.00010067451927917044,Premium Motorsports,3,Accident
2018,4004,Joey Gase,8,0,0,0,0,0,8,0,2420,35.875,31.125,0.0,0.0,0.0,0.0,StarCom Racing,2,Accident
2018,4013,Ty Dillon,36,0,0,1,0,1,36,3,10250,27.22222222222222,24.13888888888889,0.0,0.0,0.0,0.0002926829268292683,Germain Racing,4,Accident
2018,4018,Jeb Burton,1,0,0,0,0,0,1,0,500,39.0,33.0,0.0,0.0,0.0,0.0,Rick Ware Racing,0,None
