race_season,team_name,actual_wins,expected_wins,model_type,model_id,win_diff,performance_diff,over_under
2014,Hendrick Motorsports,13,8.524151,xgboost,xgboost_20250312_1348,4.475849151611328,4.475849151611328,Over
2014,Team Penske,11,7.9928637,xgboost,xgboost_20250312_1348,3.007136344909668,3.007136344909668,Over
2015,Joe Gibbs Racing,14,11.185723,xgboost,xgboost_20250312_1348,2.814276695251465,2.814276695251465,Over
2020,Stewart-Haas Racing,10,7.3941774,xgboost,xgboost_20250312_1348,2.6058225631713867,2.6058225631713867,Over
2016,Hendrick Motorsports,5,2.4910398,xgboost,xgboost_20250312_1348,2.508960247039795,2.508960247039795,Over
2020,Team Penske,8,5.630821,xgboost,xgboost_20250312_1348,2.3691787719726562,2.3691787719726562,Over
2021,Hendrick Motorsports,17,14.857216,xgboost,xgboost_20250312_1348,2.1427841186523438,2.1427841186523438,Over
2022,Hendrick Motorsports,11,8.98156,xgboost,xgboost_20250312_1348,2.0184402465820312,2.0184402465820312,Over
2023,Hendrick Motorsports,10,8.352552,xgboost,xgboost_20250312_1348,1.6474475860595703,1.6474475860595703,Over
2016,Joe Gibbs Racing,12,10.484722,xgboost,xgboost_20250312_1348,1.5152778625488281,1.5152778625488281,Over
2024,Team Penske,8,6.52406,xgboost,xgboost_20250312_1348,1.475940227508545,1.475940227508545,Over
2019,Stewart-Haas Racing,4,2.5973382,xgboost,xgboost_20250312_1348,1.4026618003845215,1.4026618003845215,Over
2024,Richard Childress Racing,1,-0.06386284,xgboost,xgboost_20250312_1348,1.0638628378510475,1.0638628378510475,Over
2017,RFK Racing,2,0.9506751,xgboost,xgboost_20250312_1348,1.0493249297142029,1.0493249297142029,Over
2023,Richard Childress Racing,3,2.000558,xgboost,xgboost_20250312_1348,0.9994421005249023,0.9994421005249023,Over
2024,JTG Daugherty Racing,1,0.040153768,xgboost,xgboost_20250312_1348,0.9598462320864201,0.9598462320864201,Over
2023,Front Row Motorsports,1,0.105374165,xgboost,xgboost_20250312_1348,0.894625835120678,0.894625835120678,Over
